age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
51,68000,asian,graduate-professional,single,employed,vanilla,yes,yes,party-a
19,66000,hispanic,high-school,married,employed,chocolate,yes,no,party-a
56,69500,hispanic,not-high-school,married,employed,chocolate,yes,no,party-a
53,33000,caucasian,high-school,married,employed,chocolate,yes,no,party-b
78,30000,hispanic,high-school,married,unemployed,chocolate,yes,no,party-b
83,57500,african-american,graduate-professional,married,unemployed,chocolate,yes,no,party-a
52,104500,other,college,married,unemployed,chocolate,no,no,party-b
60,123000,african-american,college,single,unemployed,chocolate,no,no,party-b
67,81500,asian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
83,57000,asian,college,married,employed,chocolate,yes,yes,party-a
66,84500,other,high-school,married,employed,vanilla,yes,no,party-a
52,26000,hispanic,high-school,single,employed,vanilla,yes,yes,party-b
52,89500,hispanic,college,married,employed,vanilla,yes,no,party-a
81,37500,african-american,high-school,married,unemployed,vanilla,yes,yes,party-a
77,161000,asian,college,married,unemployed,chocolate,yes,yes,party-a
32,120500,other,college,married,employed,chocolate,yes,no,party-b
52,49500,caucasian,high-school,single,employed,vanilla,yes,no,party-a
60,40500,asian,college,married,employed,chocolate,no,no,party-b
45,54000,african-american,not-high-school,single,employed,chocolate,yes,no,party-b
55,16000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
49,79500,african-american,graduate-professional,married,employed,chocolate,yes,no,party-a
39,32000,hispanic,high-school,married,employed,vanilla,yes,yes,party-b
29,61000,caucasian,college,single,employed,chocolate,yes,no,party-a
23,53500,african-american,high-school,single,employed,vanilla,yes,no,party-a
51,27500,hispanic,high-school,single,employed,vanilla,no,yes,party-b
75,34500,other,high-school,married,unemployed,chocolate,yes,yes,party-b
39,49000,african-american,not-high-school,married,employed,chocolate,yes,no,party-b
45,67500,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-a
41,103500,caucasian,high-school,married,employed,vanilla,yes,no,party-b
72,90000,hispanic,high-school,married,employed,chocolate,yes,yes,party-a
75,47000,african-american,not-high-school,married,unemployed,chocolate,yes,yes,party-a
44,41000,asian,high-school,married,employed,chocolate,yes,no,party-b
42,55500,other,high-school,single,unemployed,vanilla,yes,no,party-b
60,105500,asian,college,married,employed,vanilla,yes,yes,party-a
52,74000,african-american,college,single,employed,chocolate,no,yes,party-b
56,126000,other,high-school,single,unemployed,vanilla,yes,no,party-a
27,22500,african-american,college,single,employed,chocolate,no,no,party-a
35,42500,asian,graduate-professional,single,employed,vanilla,yes,no,party-b
54,89500,hispanic,high-school,single,employed,chocolate,yes,yes,party-b
48,156000,asian,graduate-professional,single,unemployed,chocolate,no,yes,party-b
29,44500,other,not-high-school,single,employed,vanilla,yes,no,party-a
65,18500,other,high-school,married,employed,vanilla,yes,no,party-b
28,49500,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-b
60,100000,hispanic,high-school,married,employed,vanilla,no,yes,party-a
79,50500,hispanic,high-school,married,unemployed,vanilla,no,no,party-b
32,97000,hispanic,college,single,employed,chocolate,yes,no,party-a
26,70500,caucasian,high-school,single,employed,vanilla,no,no,party-a
25,88000,african-american,high-school,single,employed,vanilla,no,no,party-a
48,47000,caucasian,high-school,married,employed,chocolate,yes,no,party-b
27,44000,caucasian,high-school,single,unemployed,chocolate,yes,no,party-a
59,51000,african-american,graduate-professional,married,employed,vanilla,yes,yes,party-a
34,103000,hispanic,graduate-professional,single,employed,vanilla,no,no,party-a
73,184500,african-american,college,married,employed,vanilla,yes,yes,party-b
84,35500,other,college,single,unemployed,vanilla,yes,no,party-b
42,46500,hispanic,high-school,married,employed,chocolate,no,no,party-b
76,63000,hispanic,college,married,unemployed,chocolate,yes,no,party-b
23,61000,african-american,college,single,employed,vanilla,yes,yes,party-a
27,52500,hispanic,not-high-school,married,employed,chocolate,yes,no,party-a
24,50000,african-american,high-school,single,unemployed,vanilla,yes,no,party-a
63,33000,african-american,college,married,employed,chocolate,yes,yes,party-a
19,18000,african-american,high-school,single,employed,vanilla,no,no,party-a
79,80500,african-american,college,married,employed,chocolate,yes,no,party-a
26,63500,african-american,graduate-professional,single,employed,vanilla,yes,no,party-a
48,85500,other,college,single,employed,vanilla,no,no,party-a
61,117500,asian,graduate-professional,single,unemployed,chocolate,no,yes,party-b
78,40000,caucasian,not-high-school,married,unemployed,chocolate,yes,no,party-b
41,39000,asian,graduate-professional,married,employed,chocolate,yes,no,party-b
56,81500,asian,college,single,employed,vanilla,yes,no,party-a
57,68000,asian,not-high-school,married,employed,chocolate,yes,yes,party-a
72,43000,caucasian,college,single,unemployed,vanilla,yes,no,party-a
37,74000,asian,graduate-professional,married,employed,chocolate,no,yes,party-b
37,50000,other,high-school,single,employed,vanilla,yes,no,party-b
68,79000,other,college,married,employed,chocolate,yes,yes,party-a
63,40000,hispanic,college,single,unemployed,chocolate,no,yes,party-b
36,16000,other,high-school,married,employed,vanilla,yes,yes,party-a
29,172000,asian,graduate-professional,single,employed,chocolate,yes,yes,party-b
38,29500,other,high-school,single,employed,chocolate,no,no,party-b
31,41500,other,high-school,single,employed,chocolate,yes,no,party-b
38,47500,other,high-school,single,employed,vanilla,yes,yes,party-b
68,32000,other,not-high-school,married,employed,chocolate,yes,yes,party-a
81,72000,asian,college,married,unemployed,vanilla,yes,no,party-a
83,42500,hispanic,high-school,married,employed,chocolate,no,yes,party-a
63,37500,other,college,married,employed,chocolate,yes,no,party-b
54,65000,caucasian,college,married,employed,vanilla,no,no,party-b
51,38000,african-american,graduate-professional,single,employed,vanilla,no,no,party-b
66,106500,asian,college,single,employed,vanilla,no,yes,party-b
65,36000,african-american,college,single,unemployed,vanilla,no,no,party-a
61,38500,caucasian,high-school,married,employed,chocolate,yes,yes,party-b
32,68000,caucasian,college,single,employed,chocolate,yes,no,party-b
63,35000,caucasian,high-school,single,employed,vanilla,no,no,party-b
34,166500,african-american,graduate-professional,married,employed,vanilla,yes,yes,party-b
36,73000,african-american,high-school,married,employed,chocolate,no,yes,party-a
70,26500,asian,not-high-school,married,unemployed,vanilla,no,no,party-b
71,75500,asian,graduate-professional,married,employed,chocolate,yes,no,party-a
18,39000,african-american,college,single,employed,chocolate,no,no,party-a
49,46000,caucasian,high-school,married,unemployed,vanilla,yes,no,party-b
36,31000,hispanic,college,single,employed,chocolate,yes,no,party-b
83,25500,asian,high-school,married,unemployed,vanilla,no,yes,party-a
40,39500,asian,high-school,married,employed,vanilla,no,no,party-b
84,59500,other,graduate-professional,married,employed,vanilla,yes,yes,party-a
28,50000,other,high-school,single,employed,chocolate,yes,no,party-a
68,52000,hispanic,high-school,married,employed,chocolate,no,yes,party-a
27,24500,asian,high-school,single,employed,vanilla,yes,no,party-a
50,44000,caucasian,college,single,employed,chocolate,yes,yes,party-a
49,82000,african-american,high-school,married,employed,chocolate,yes,yes,party-b
73,22000,other,high-school,married,employed,vanilla,yes,yes,party-a
51,68000,caucasian,high-school,married,employed,chocolate,yes,no,party-b
73,15000,hispanic,not-high-school,married,unemployed,vanilla,no,yes,party-b
35,37500,hispanic,high-school,single,employed,chocolate,yes,no,party-a
80,40500,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
40,155000,hispanic,college,single,employed,vanilla,yes,yes,party-a
64,67500,other,high-school,married,employed,chocolate,no,yes,party-a
65,41500,hispanic,college,single,employed,chocolate,yes,yes,party-b
82,60000,asian,high-school,married,employed,vanilla,yes,yes,party-a
41,52500,other,graduate-professional,married,employed,vanilla,yes,yes,party-a
19,82500,hispanic,college,single,unemployed,vanilla,no,no,party-a
29,30000,other,high-school,single,employed,chocolate,no,no,party-b
48,69000,asian,not-high-school,single,unemployed,vanilla,no,yes,party-b
59,33000,hispanic,college,single,employed,chocolate,yes,no,party-a
59,64500,asian,college,married,employed,vanilla,yes,yes,party-a
61,80500,caucasian,college,married,employed,vanilla,yes,no,party-a
43,36000,caucasian,graduate-professional,married,unemployed,vanilla,yes,no,party-b
28,46000,caucasian,college,married,unemployed,chocolate,no,no,party-a
32,83500,asian,graduate-professional,married,employed,chocolate,no,no,party-a
67,57500,other,high-school,married,unemployed,vanilla,yes,no,party-a
19,42000,african-american,high-school,single,unemployed,chocolate,yes,no,party-a
83,123500,caucasian,college,married,unemployed,vanilla,yes,yes,party-a
61,25500,other,college,single,employed,vanilla,no,yes,party-b
68,64500,caucasian,high-school,married,unemployed,chocolate,yes,no,party-a
58,30000,caucasian,college,married,employed,vanilla,no,yes,party-b
73,63500,caucasian,graduate-professional,married,unemployed,vanilla,no,yes,party-a
49,24000,asian,college,single,employed,vanilla,yes,yes,party-b
53,50500,african-american,graduate-professional,married,employed,vanilla,no,no,party-a
68,47000,caucasian,high-school,married,unemployed,vanilla,yes,yes,party-b
80,70500,other,graduate-professional,single,unemployed,vanilla,yes,yes,party-b
76,99500,hispanic,college,single,employed,vanilla,no,yes,party-b
42,35000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
50,66500,caucasian,graduate-professional,single,employed,chocolate,yes,no,party-a
53,62500,african-american,high-school,married,employed,vanilla,yes,yes,party-b
33,70000,african-american,college,single,unemployed,vanilla,yes,yes,party-b
49,119500,african-american,high-school,single,employed,vanilla,no,yes,party-b
83,31000,other,college,married,unemployed,vanilla,yes,yes,party-b
26,37500,hispanic,graduate-professional,married,employed,chocolate,no,no,party-a
61,36500,african-american,graduate-professional,married,employed,vanilla,no,yes,party-b
55,79500,caucasian,college,married,employed,vanilla,yes,yes,party-a
26,17000,asian,high-school,married,employed,vanilla,yes,no,party-b
69,58500,other,college,married,unemployed,chocolate,yes,no,party-a
29,52000,african-american,not-high-school,married,employed,chocolate,yes,no,party-b
20,53000,hispanic,college,single,unemployed,chocolate,yes,no,party-a
33,62500,caucasian,college,married,employed,chocolate,yes,no,party-b
46,91500,asian,college,single,employed,vanilla,yes,yes,party-b
27,52000,other,graduate-professional,married,employed,chocolate,yes,no,party-a
50,25000,caucasian,high-school,single,employed,chocolate,no,no,party-b
31,220000,other,graduate-professional,single,employed,vanilla,yes,yes,party-a
32,28500,asian,college,single,employed,chocolate,yes,no,party-b
64,51500,caucasian,high-school,married,employed,chocolate,yes,no,party-a
40,22500,african-american,high-school,single,employed,vanilla,no,yes,party-b
39,46000,caucasian,high-school,married,employed,vanilla,yes,no,party-a
76,51500,other,high-school,single,employed,vanilla,yes,no,party-a
51,26000,caucasian,high-school,single,employed,vanilla,no,no,party-b
36,22500,asian,high-school,single,employed,chocolate,no,no,party-b
60,28500,african-american,not-high-school,married,employed,chocolate,yes,yes,party-b
45,22500,other,not-high-school,married,employed,vanilla,no,no,party-b
30,51500,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
24,133000,caucasian,college,single,employed,vanilla,yes,no,party-a
64,70500,african-american,high-school,single,employed,vanilla,yes,yes,party-a
80,80000,asian,college,married,employed,vanilla,yes,no,party-a
42,26500,asian,college,single,employed,chocolate,no,no,party-b
76,42500,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
84,23000,other,high-school,married,employed,chocolate,no,yes,party-b
78,99000,hispanic,college,married,unemployed,vanilla,yes,yes,party-a
60,45000,hispanic,graduate-professional,married,employed,chocolate,no,yes,party-a
84,28000,other,high-school,married,unemployed,vanilla,yes,yes,party-b
60,135000,hispanic,college,married,employed,vanilla,no,no,party-b
65,56500,other,college,married,employed,chocolate,yes,yes,party-a
58,64000,other,college,married,employed,chocolate,no,no,party-a
31,58500,african-american,high-school,married,employed,chocolate,yes,no,party-b
25,112500,other,graduate-professional,single,employed,chocolate,yes,yes,party-a
77,137000,african-american,college,single,unemployed,chocolate,yes,yes,party-b
70,15000,hispanic,college,married,employed,vanilla,no,yes,party-a
27,41000,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
58,21500,asian,college,married,employed,vanilla,yes,yes,party-a
44,109000,asian,high-school,single,employed,chocolate,no,yes,party-b
45,152000,asian,college,single,employed,vanilla,yes,yes,party-a
49,21000,caucasian,high-school,married,employed,vanilla,no,no,party-b
43,56000,caucasian,graduate-professional,single,employed,vanilla,no,no,party-a
41,18000,african-american,high-school,married,employed,chocolate,yes,no,party-b
32,82000,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
